name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Chuck Nevitt,CENTER,25,LOS ANGELES LAKERS,11,0,59,5,17,0,0,2,8,5,15,3,0,15,10,20,12
Kurt Nimphius,CENTER,26,DALLAS MAVERICKS,82,40,2010,196,434,0,6,108,140,136,272,183,30,126,95,262,500
Norm Nixon,POINT GUARD,29,LOS ANGELES CLIPPERS,81,81,2894,596,1281,33,99,170,218,55,163,711,95,4,273,175,1395
Audie Norris,CENTER,24,PORTLAND TRAIL BLAZERS,78,13,1117,133,245,0,3,135,203,90,160,47,42,33,100,221,401
Mike O'Koren,SMALL FORWARD,26,NEW JERSEY NETS,43,29,1119,194,393,8,21,42,67,46,120,102,32,16,51,115,438
Hakeem Olajuwon,CENTER,22,HOUSTON ROCKETS,82,82,2914,677,1258,0,0,338,551,440,534,111,99,220,234,344,1692
Mark Olberding,POWER FORWARD,28,KANSAS CITY KINGS,81,62,2277,265,528,0,3,293,352,139,374,243,56,11,185,298,823
Jawann Oldham,CENTER,27,CHICAGO BULLS,63,0,993,89,192,0,1,34,50,79,157,31,11,127,58,166,212
Louis Orr,POWER FORWARD,26,NEW YORK KNICKS,79,31,2452,372,766,1,10,262,334,171,220,134,100,27,138,195,1007
Robert Parish,CENTER,31,BOSTON CELTICS,79,78,2850,551,1016,0,0,292,393,263,577,125,56,101,186,223,1394
Billy Paultz,CENTER,36,UTAH JAZZ,62,0,370,32,87,0,0,18,28,24,72,16,6,11,30,51,82
Jim Paxson,SHOOTING GUARD,27,PORTLAND TRAIL BLAZERS,68,57,2253,508,988,6,39,196,248,69,153,264,101,5,108,115,1218
John Paxson,POINT GUARD,24,SAN ANTONIO SPURS,78,1,1259,196,385,10,34,84,100,19,49,215,45,3,81,117,486
Sam Perkins,POWER FORWARD,23,DALLAS MAVERICKS,82,42,2317,347,736,9,36,200,244,189,416,135,63,63,102,236,903
Jim Petersen,POWER FORWARD,22,HOUSTON ROCKETS,60,0,714,70,144,0,0,50,66,44,103,29,14,32,71,125,190
Ricky Pierce,SHOOTING GUARD,25,MILWAUKEE BUCKS,44,3,882,165,307,1,4,102,124,49,68,94,34,5,63,117,433
Charles Pittman,SMALL FORWARD,26,PHOENIX SUNS,68,3,1001,107,227,0,2,109,146,90,137,69,20,21,100,144,323
Gary Plummer,POWER FORWARD,22,GOLDEN STATE WARRIORS,66,0,702,92,232,1,4,65,92,54,80,26,15,14,50,127,250
David Pope,SMALL FORWARD,22,KANSAS CITY KINGS,22,0,129,17,53,0,1,7,13,9,9,5,3,3,7,30,41
Ben Poquette,POWER FORWARD,29,CLEVELAND CAVALIERS,79,6,1656,210,457,3,17,109,137,148,325,79,47,58,70,220,532
Paul Pressey,SMALL FORWARD,26,MILWAUKEE BUCKS,80,80,2876,480,928,7,20,317,418,149,280,543,129,56,247,258,1284
Kurt Rambis,POWER FORWARD,26,LOS ANGELES LAKERS,82,46,1617,181,327,0,0,68,103,164,364,69,82,47,97,211,430
Kelvin Ransey,POINT GUARD,26,NEW JERSEY NETS,81,29,1689,300,654,2,11,122,142,40,90,355,87,7,113,134,724
Leo Rautins,SMALL FORWARD,24,ATLANTA HAWKS,4,0,12,0,2,0,0,0,0,1,1,3,0,0,1,3,0
Robert Reid,SMALL FORWARD,29,HOUSTON ROCKETS,82,0,1763,312,648,1,16,88,126,81,192,171,48,22,101,196,713
Clint Richardson,SHOOTING GUARD,28,PHILADELPHIA 76ERS,74,20,1531,183,404,1,3,76,89,60,95,157,37,15,78,143,443
Micheal Ray Richardson,POINT GUARD,29,NEW JERSEY NETS,82,82,3127,690,1470,29,115,240,313,156,301,669,243,22,249,277,1649
Doc Rivers,POINT GUARD,23,ATLANTA HAWKS,69,58,2126,334,701,15,36,291,378,66,148,410,163,53,176,250,974
Fred Roberts,POWER FORWARD,24,SAN ANTONIO SPURS,22,0,305,44,98,0,0,29,38,10,25,22,10,12,21,45,117
Fred Roberts,POWER FORWARD,24,UTAH JAZZ,52,0,873,164,320,1,1,121,144,68,83,65,18,10,68,96,450
Alvin Robertson,SHOOTING GUARD,22,SAN ANTONIO SPURS,79,9,1685,299,600,4,11,124,169,116,149,275,127,24,167,217,726
Rick Robey,CENTER,29,PHOENIX SUNS,4,0,48,2,9,0,0,1,2,3,5,5,2,0,8,7,5
Cliff Robinson,POWER FORWARD,24,WASHINGTON BULLETS,60,37,1870,422,896,1,3,158,213,141,405,149,51,47,161,187,1003
Truck Robinson,POWER FORWARD,33,NEW YORK KNICKS,2,1,35,2,5,0,0,0,2,6,3,3,2,3,5,3,4
Tree Rollins,CENTER,29,ATLANTA HAWKS,70,60,1750,186,339,0,0,67,93,113,329,52,35,167,80,213,439
Lorenzo Romar,POINT GUARD,26,MILWAUKEE BUCKS,4,0,16,1,8,0,1,0,0,0,0,2,0,0,0,2,2
Lorenzo Romar,POINT GUARD,26,DETROIT PISTONS,5,0,35,2,8,0,2,5,5,0,0,10,4,0,5,5,9
Dan Roundfield,POWER FORWARD,31,DETROIT PISTONS,56,43,1492,236,505,0,2,139,178,175,278,102,26,54,123,147,611
Jeff Ruland,CENTER,26,WASHINGTON BULLETS,37,36,1436,250,439,0,2,200,292,127,283,162,31,27,179,128,700
Campy Russell,SMALL FORWARD,33,CLEVELAND CAVALIERS,3,0,24,2,7,0,1,2,3,0,5,3,0,0,5,3,6
Walker Russell,POINT GUARD,24,ATLANTA HAWKS,21,2,377,34,63,1,1,14,17,8,32,66,17,4,40,37,83
Ralph Sampson,POWER FORWARD,24,HOUSTON ROCKETS,82,82,3086,753,1499,0,6,303,448,227,626,224,81,168,326,306,1809
Mike Sanders,SMALL FORWARD,24,PHOENIX SUNS,21,11,418,85,175,0,0,45,59,38,51,29,23,4,34,59,215
Wayne Sappleton,POWER FORWARD,24,NEW JERSEY NETS,33,0,298,41,87,0,0,14,34,28,47,7,7,4,21,50,96
Danny Schayes,CENTER,25,DENVER NUGGETS,56,0,542,60,129,0,0,79,97,48,96,38,20,25,44,98,199
Tom Scheffler,CENTER,30,PORTLAND TRAIL BLAZERS,39,0,268,21,51,0,0,10,20,18,58,11,8,11,15,48,52
John Schweitz,SHOOTING GUARD,24,SEATTLE SUPERSONICS,19,0,110,25,74,0,4,7,10,6,15,18,0,1,14,12,57
Alvin Scott,SMALL FORWARD,29,PHOENIX SUNS,77,18,1238,111,259,1,5,53,74,46,115,127,39,25,60,125,276
Byron Scott,SHOOTING GUARD,23,LOS ANGELES LAKERS,81,65,2305,541,1003,26,60,187,228,57,153,244,100,17,138,197,1295
Tom Sewell,SHOOTING GUARD,22,WASHINGTON BULLETS,21,0,87,9,36,0,2,2,4,2,2,6,3,1,7,13,20
Lonnie Shelton,POWER FORWARD,29,CLEVELAND CAVALIERS,57,14,1244,158,363,0,5,51,77,82,185,96,44,18,74,187,367
Purvis Short,SMALL FORWARD,27,GOLDEN STATE WARRIORS,78,77,3081,819,1780,47,150,501,613,157,241,234,116,27,241,255,2186
Jerry Sichting,POINT GUARD,28,INDIANA PACERS,70,25,1808,325,624,9,37,112,128,24,90,264,47,4,102,116,771
Jack Sikma,CENTER,29,SEATTLE SUPERSONICS,68,68,2402,461,943,2,10,335,393,164,559,285,83,91,160,239,1259
Charlie Sitton,SMALL FORWARD,22,DALLAS MAVERICKS,43,0,304,39,94,0,2,13,25,24,36,26,7,6,19,50,91
Tom Sluby,SHOOTING GUARD,22,DALLAS MAVERICKS,31,0,151,30,58,0,2,13,21,5,7,16,3,0,11,18,73
Derek Smith,SHOOTING GUARD,23,LOS ANGELES CLIPPERS,80,80,2762,682,1271,3,19,400,504,174,253,216,77,52,230,317,1767
Larry Smith,POWER FORWARD,27,GOLDEN STATE WARRIORS,80,78,2497,366,690,0,0,155,256,405,464,96,78,54,160,285,887
Robert Smith,POINT GUARD,29,CLEVELAND CAVALIERS,7,0,48,4,17,0,4,8,10,0,4,7,2,0,3,6,16
Ricky Sobers,SHOOTING GUARD,32,SEATTLE SUPERSONICS,71,12,1490,280,628,8,28,132,162,27,76,252,49,9,158,156,700
Rory Sparrow,POINT GUARD,26,NEW YORK KNICKS,79,41,2292,326,662,7,31,122,141,38,131,557,81,9,150,200,781
Larry Spriggs,POWER FORWARD,25,LOS ANGELES LAKERS,75,32,1292,194,354,0,3,112,146,77,150,132,47,13,115,195,500
Terence Stansbury,SHOOTING GUARD,23,INDIANA PACERS,74,14,1278,210,458,4,25,102,126,39,75,127,47,12,80,205,526
Brook Steppe,SHOOTING GUARD,25,DETROIT PISTONS,54,0,486,83,178,0,1,87,104,25,32,36,16,4,43,61,253
Steve Stipanovich,CENTER,24,INDIANA PACERS,82,66,2315,414,871,1,11,297,372,141,473,199,71,78,184,265,1126
John Stockton,POINT GUARD,22,UTAH JAZZ,82,5,1490,157,333,2,11,142,193,26,79,415,109,11,150,203,458
Jon Sundvold,POINT GUARD,23,SEATTLE SUPERSONICS,73,1,1150,170,400,12,38,48,59,17,53,206,36,1,85,87,400
Dane Suttle,SHOOTING GUARD,23,KANSAS CITY KINGS,6,0,24,6,13,0,1,2,2,0,3,2,1,0,1,3,14
Terry Teagle,SHOOTING GUARD,24,DETROIT PISTONS,2,0,5,1,2,0,0,0,0,0,0,0,0,0,1,2,2
Terry Teagle,SHOOTING GUARD,24,GOLDEN STATE WARRIORS,19,3,344,73,135,2,4,25,35,22,21,14,13,5,14,34,173
Reggie Theus,SHOOTING GUARD,27,KANSAS CITY KINGS,82,80,2543,501,1029,5,38,334,387,106,164,656,95,18,307,250,1341
Peter Thibeaux,SMALL FORWARD,23,GOLDEN STATE WARRIORS,51,1,461,94,195,0,2,43,67,29,40,17,11,17,34,85,231
David Thirdkill,SMALL FORWARD,24,DETROIT PISTONS,10,1,115,12,23,0,1,5,11,4,4,1,3,2,12,16,29
David Thirdkill,SMALL FORWARD,24,MILWAUKEE BUCKS,6,0,16,3,4,0,0,1,2,1,1,0,0,0,0,1,7
David Thirdkill,SMALL FORWARD,24,SAN ANTONIO SPURS,2,2,52,5,11,0,0,5,6,5,2,3,2,1,2,5,15
Isiah Thomas,POINT GUARD,23,DETROIT PISTONS,81,81,3089,646,1410,29,113,399,493,114,247,1123,187,25,302,288,1720
Jim Thomas,SHOOTING GUARD,24,INDIANA PACERS,80,52,2059,347,726,8,42,183,234,74,187,234,76,5,131,195,885
Bernard Thompson,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,59,0,535,79,212,0,8,39,51,37,39,52,31,10,35,79,197
LaSalle Thompson,CENTER,23,KANSAS CITY KINGS,82,77,2458,369,695,0,0,227,315,274,580,130,98,128,202,328,965
Mychal Thompson,POWER FORWARD,30,PORTLAND TRAIL BLAZERS,79,55,2616,572,1111,0,0,307,449,211,407,205,78,104,231,216,1451
Paul Thompson,SMALL FORWARD,23,CLEVELAND CAVALIERS,33,27,715,148,354,6,23,45,53,36,80,58,41,20,42,77,347
Paul Thompson,SMALL FORWARD,23,MILWAUKEE BUCKS,16,0,227,41,105,0,7,24,34,21,21,20,15,5,15,42,106
Otis Thorpe,POWER FORWARD,22,KANSAS CITY KINGS,82,23,1918,411,685,0,2,230,371,187,369,111,34,37,187,256,1052
Sedale Threatt,POINT GUARD,23,PHILADELPHIA 76ERS,82,0,1304,188,416,4,22,66,90,21,78,175,80,16,99,171,446
Andrew Toney,SHOOTING GUARD,27,PHILADELPHIA 76ERS,70,65,2237,450,914,39,105,306,355,35,142,363,65,24,224,211,1245
Linton Townes,SMALL FORWARD,25,SAN ANTONIO SPURS,1,0,8,0,6,0,0,2,2,1,0,0,0,0,0,1,2
Kelly Tripucka,SMALL FORWARD,25,DETROIT PISTONS,55,43,1675,396,831,2,5,255,288,66,152,135,49,14,118,118,1049
Trent Tucker,SHOOTING GUARD,25,NEW YORK KNICKS,77,46,1819,293,606,29,72,38,48,74,114,199,75,15,64,195,653
Elston Turner,SMALL FORWARD,25,DENVER NUGGETS,81,2,1491,181,388,1,6,51,65,88,128,158,96,7,70,152,414
Jeff Turner,POWER FORWARD,22,NEW JERSEY NETS,72,36,1429,171,377,0,3,79,92,88,130,108,29,7,90,243,421
Melvin Turpin,CENTER,24,CLEVELAND CAVALIERS,79,45,1949,363,711,0,0,109,139,155,297,36,38,87,118,211,835
Terry Tyler,SMALL FORWARD,28,DETROIT PISTONS,82,53,2004,422,855,0,8,106,148,148,275,63,49,90,76,192,950
Darnell Valentine,POINT GUARD,25,PORTLAND TRAIL BLAZERS,75,59,2278,321,679,0,2,230,290,54,165,522,143,5,194,189,872
Kiki Vandeweghe,SMALL FORWARD,26,PORTLAND TRAIL BLAZERS,72,69,2502,618,1158,11,33,369,412,74,154,106,37,22,116,116,1616
Pete Verhoeven,POWER FORWARD,25,KANSAS CITY KINGS,54,0,366,51,108,0,0,21,25,28,35,17,15,7,20,85,123
Jay Vincent,POWER FORWARD,25,DALLAS MAVERICKS,79,47,2543,545,1138,0,4,351,420,185,519,169,48,22,170,226,1441
Danny Vranes,SMALL FORWARD,26,SEATTLE SUPERSONICS,76,70,2163,186,402,1,4,67,127,154,282,152,76,57,119,256,440
Granville Waiters,CENTER,24,INDIANA PACERS,62,5,703,85,190,0,1,29,50,57,113,30,16,44,55,107,199
Darrell Walker,POINT GUARD,23,NEW YORK KNICKS,82,66,2489,430,989,0,17,243,347,128,150,408,167,21,204,244,1103
Bill Walton,CENTER,32,LOS ANGELES CLIPPERS,67,37,1647,269,516,0,2,138,203,168,432,156,50,140,174,184,676
Bryan Warrick,POINT GUARD,25,LOS ANGELES CLIPPERS,58,1,713,85,173,1,4,44,57,10,48,153,23,6,70,85,215
Scott Wedman,SMALL FORWARD,32,BOSTON CELTICS,78,5,1127,220,460,17,34,42,55,57,102,94,23,10,47,111,499
Mark West,CENTER,24,MILWAUKEE BUCKS,1,0,6,0,1,0,0,2,2,1,0,0,0,1,2,4,2
Mark West,CENTER,24,CLEVELAND CAVALIERS,65,25,882,106,193,0,1,41,85,89,161,15,13,48,57,193,253
Ennis Whatley,POINT GUARD,22,CHICAGO BULLS,70,44,1385,140,313,1,9,68,86,34,67,381,66,10,144,141,349
Rory White,POWER FORWARD,25,LOS ANGELES CLIPPERS,80,14,1106,144,279,0,0,90,130,94,101,34,35,20,87,115,378
Willie White,SHOOTING GUARD,22,DENVER NUGGETS,39,0,234,52,124,4,11,21,31,15,21,29,5,2,30,24,129
Jerome Whitehead,CENTER,28,GOLDEN STATE WARRIORS,79,78,2536,421,825,0,0,184,235,219,403,53,45,43,141,322,1026
Mitchell Wiggins,SHOOTING GUARD,25,HOUSTON ROCKETS,82,24,1575,318,657,6,23,96,131,110,125,119,83,13,90,195,738
Jamaal Wilkes,SMALL FORWARD,31,LOS ANGELES LAKERS,42,8,761,148,303,0,1,51,66,35,59,41,19,3,49,65,347
Dominique Wilkins,SMALL FORWARD,25,ATLANTA HAWKS,81,81,3023,853,1891,25,81,486,603,226,331,200,135,54,225,170,2217
Eddie Lee Wilkins,CENTER,22,NEW YORK KNICKS,54,16,917,116,233,0,2,66,122,86,176,16,21,16,64,155,298
Jeff Wilkins,CENTER,29,UTAH JAZZ,79,0,1505,285,582,0,1,61,80,78,288,81,35,18,91,173,631
Dale Wilkinson,POWER FORWARD,24,DETROIT PISTONS,2,0,7,0,2,0,0,0,0,0,1,0,0,0,0,2,0
Dale Wilkinson,SMALL FORWARD,24,LOS ANGELES CLIPPERS,10,0,38,4,14,0,1,6,7,1,2,2,0,0,4,8,14
Buck Williams,POWER FORWARD,24,NEW JERSEY NETS,82,82,3182,577,1089,1,4,336,538,323,682,167,63,110,238,293,1491
Gus Williams,POINT GUARD,31,WASHINGTON BULLETS,79,78,2960,638,1483,51,176,251,346,72,123,608,178,32,213,159,1578
Guy Williams,SMALL FORWARD,24,WASHINGTON BULLETS,21,0,119,29,63,1,4,2,5,15,12,9,5,2,8,17,61
Herb Williams,CENTER,26,INDIANA PACERS,75,70,2557,575,1211,1,9,224,341,154,480,252,54,134,265,218,1375
Kevin Williams,SHOOTING GUARD,23,CLEVELAND CAVALIERS,46,4,413,58,134,0,5,47,64,19,44,61,22,4,49,86,163
Ray Williams,POINT GUARD,30,BOSTON CELTICS,23,5,459,55,143,6,23,31,46,16,41,90,30,5,42,56,147
Sam Williams,POWER FORWARD,25,PHILADELPHIA 76ERS,46,8,488,58,148,0,1,28,47,38,68,11,26,26,44,92,144
Sly Williams,SMALL FORWARD,27,ATLANTA HAWKS,34,20,867,167,380,4,15,79,123,45,123,94,28,8,78,83,417
Kevin Willis,POWER FORWARD,22,ATLANTA HAWKS,82,19,1785,322,690,2,9,119,181,177,345,36,31,49,104,226,765
Michael Wilson,SHOOTING GUARD,25,CLEVELAND CAVALIERS,11,0,175,27,54,0,0,23,30,10,8,24,10,3,15,14,77
Michael Wilson,SHOOTING GUARD,25,NEW JERSEY NETS,8,0,92,9,23,0,0,4,6,4,9,11,4,2,5,7,22
Othell Wilson,POINT GUARD,23,GOLDEN STATE WARRIORS,74,23,1260,134,291,3,16,54,76,35,96,217,77,12,95,122,325
Randy Wittman,SHOOTING GUARD,25,ATLANTA HAWKS,41,22,1168,187,352,2,7,30,41,16,57,125,28,7,57,58,406
Al Wood,SHOOTING GUARD,26,SEATTLE SUPERSONICS,80,79,2545,515,1061,7,33,166,214,99,180,236,84,52,120,187,1203
Leon Wood,POINT GUARD,22,PHILADELPHIA 76ERS,38,1,269,50,134,4,30,18,26,3,15,45,8,0,25,17,122
Mike Woodson,SHOOTING GUARD,26,KANSAS CITY KINGS,78,3,1998,530,1068,5,21,264,330,69,129,143,117,28,139,216,1329
Orlando Woolridge,SMALL FORWARD,25,CHICAGO BULLS,77,76,2816,679,1225,0,5,409,521,158,277,135,58,38,178,185,1767
James Worthy,SMALL FORWARD,23,LOS ANGELES LAKERS,80,76,2696,610,1066,0,7,190,245,169,342,201,87,67,198,196,1410
Danny Young,POINT GUARD,22,SEATTLE SUPERSONICS,3,0,26,2,10,0,1,0,0,0,3,2,3,0,2,2,4
Michael Young,SMALL FORWARD,24,PHOENIX SUNS,2,0,11,2,6,0,1,0,0,1,1,0,0,0,0,0,4
