name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
George McGinnis,POWER FORWARD,30,INDIANA PACERS,69,0,1845,348,768,0,7,207,385,164,364,210,99,28,221,242,903
Kevin McHale,POWER FORWARD,23,BOSTON CELTICS,82,1,1645,355,666,0,2,108,159,155,204,55,27,151,110,260,818
Billy McKinney,POINT GUARD,25,UTAH JAZZ,35,0,1032,124,233,1,2,44,48,12,62,157,38,4,70,107,293
Billy McKinney,POINT GUARD,25,DENVER NUGGETS,49,0,1134,203,412,1,10,118,140,24,86,203,61,7,88,124,525
Tom McMillen,CENTER,28,ATLANTA HAWKS,79,0,1564,253,519,1,6,80,108,96,199,72,23,25,81,165,587
John Mengelt,SHOOTING GUARD,31,GOLDEN STATE WARRIORS,2,0,11,0,4,0,0,0,0,0,0,2,0,0,0,0,0
Joe Meriweather,CENTER,27,KANSAS CITY KINGS,74,0,1514,206,415,0,0,148,213,126,267,77,27,80,125,219,560
Dick Miller,SMALL FORWARD,22,INDIANA PACERS,5,0,34,2,6,0,1,0,0,1,3,4,3,0,4,2,4
Dick Miller,SMALL FORWARD,22,UTAH JAZZ,3,0,19,2,3,0,0,0,0,1,2,1,1,0,4,3,4
Mike Mitchell,SMALL FORWARD,25,CLEVELAND CAVALIERS,82,82,3194,853,1791,4,9,302,385,215,287,139,63,52,175,199,2012
Steve Mix,SMALL FORWARD,33,PHILADELPHIA 76ERS,72,1,1327,288,575,0,3,200,240,105,159,114,59,18,88,107,776
Paul Mokeski,CENTER,24,DETROIT PISTONS,80,0,1815,224,458,0,1,120,200,141,277,135,38,73,160,267,568
Sidney Moncrief,SHOOTING GUARD,23,MILWAUKEE BUCKS,80,0,2417,400,739,2,9,320,398,186,220,264,90,37,145,156,1122
Johnny Moore,POINT GUARD,22,SAN ANTONIO SPURS,82,0,1578,249,520,1,19,105,172,58,138,373,120,22,154,178,604
Lowes Moore,POINT GUARD,23,NEW JERSEY NETS,71,0,1406,212,478,4,27,69,92,43,125,228,61,17,108,179,497
Calvin Murphy,POINT GUARD,32,HOUSTON ROCKETS,76,0,2014,528,1074,4,17,206,215,33,54,222,111,6,129,209,1266
Swen Nater,CENTER,31,,82,0,2809,517,935,0,0,244,307,295,722,199,49,46,211,295,1278
Calvin Natt,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,74,0,2111,395,794,4,8,200,283,149,282,159,73,18,163,188,994
Kenny Natt,SHOOTING GUARD,22,INDIANA PACERS,19,0,149,25,77,2,8,7,11,9,6,10,5,1,10,18,59
Mike Newlin,SHOOTING GUARD,32,NEW JERSEY NETS,79,0,2911,632,1272,10,30,414,466,78,141,299,87,9,248,237,1688
Carl Nicks,POINT GUARD,22,DENVER NUGGETS,27,0,493,65,149,0,1,35,59,13,36,80,28,2,63,52,165
Carl Nicks,POINT GUARD,22,UTAH JAZZ,40,0,616,107,210,0,3,36,67,24,37,69,32,1,53,89,250
Mike Niles,SMALL FORWARD,25,PHOENIX SUNS,44,0,231,48,138,2,4,17,37,26,32,15,8,1,25,41,115
Norm Nixon,POINT GUARD,25,LOS ANGELES LAKERS,79,0,2962,576,1210,2,12,196,252,64,168,696,146,11,285,226,1350
Mike O'Koren,SMALL FORWARD,22,NEW JERSEY NETS,79,0,2473,365,751,5,18,135,212,179,299,252,86,27,146,243,870
Mark Olberding,SMALL FORWARD,24,SAN ANTONIO SPURS,82,82,2408,348,685,1,7,315,380,146,325,277,75,31,202,307,1012
Jawann Oldham,CENTER,23,DENVER NUGGETS,4,0,21,2,6,0,0,0,0,3,2,0,0,2,2,3,4
Louis Orr,SMALL FORWARD,22,INDIANA PACERS,82,0,1787,348,709,0,6,163,202,172,189,132,55,25,123,153,859
Tom Owens,POWER FORWARD,31,PORTLAND TRAIL BLAZERS,79,0,1843,322,630,0,4,191,250,165,291,140,36,47,130,273,835
Robert Parish,CENTER,27,BOSTON CELTICS,82,82,2298,635,1166,0,1,282,397,245,532,144,81,214,191,310,1552
Sonny Parker,SHOOTING GUARD,25,GOLDEN STATE WARRIORS,73,0,1317,191,388,0,0,94,128,101,93,106,67,13,84,112,476
Myles Patrick,SMALL FORWARD,26,LOS ANGELES LAKERS,3,0,9,2,5,0,0,1,2,1,1,1,0,0,1,3,5
Billy Paultz,POWER FORWARD,32,HOUSTON ROCKETS,81,0,1659,262,517,0,3,75,153,111,280,105,28,72,89,182,599
Jim Paxson,SHOOTING GUARD,23,PORTLAND TRAIL BLAZERS,79,0,2701,585,1092,2,30,182,248,74,137,299,140,9,131,172,1354
Sam Pellom,POWER FORWARD,29,ATLANTA HAWKS,77,0,1472,186,380,0,1,81,116,122,234,48,50,92,99,228,453
Roger Phegley,SHOOTING GUARD,24,CLEVELAND CAVALIERS,82,0,2269,474,965,8,28,224,267,90,156,184,65,15,165,262,1180
Stan Pietkiewicz,SHOOTING GUARD,24,,6,0,30,2,5,0,0,0,0,0,1,2,0,0,5,2,4
Stan Pietkiewicz,SHOOTING GUARD,24,DALLAS MAVERICKS,36,0,431,55,133,19,48,11,14,13,28,75,15,2,17,26,140
Ben Poquette,POWER FORWARD,25,UTAH JAZZ,82,82,2808,324,614,3,6,126,162,160,469,161,67,174,122,342,777
Kevin Porter,POINT GUARD,30,WASHINGTON BULLETS,81,0,2577,446,859,3,12,191,247,35,89,734,110,10,251,257,1086
Tony Price,SHOOTING GUARD,24,,5,0,29,2,7,0,0,0,0,0,0,3,2,1,2,3,4
Wally Rank,SMALL FORWARD,22,,25,0,153,21,57,0,0,13,28,17,13,17,7,1,26,33,55
Kelvin Ransey,POINT GUARD,22,PORTLAND TRAIL BLAZERS,80,0,2431,525,1162,3,31,164,219,42,153,555,88,9,232,201,1217
Clifford Ray,CENTER,32,GOLDEN STATE WARRIORS,66,0,838,64,152,0,0,29,62,73,144,52,24,13,74,194,157
James Ray,POWER FORWARD,23,DENVER NUGGETS,18,0,148,15,49,0,1,7,10,13,24,11,4,4,13,31,37
Billy Reid,SHOOTING GUARD,23,GOLDEN STATE WARRIORS,59,0,597,84,185,0,5,22,39,27,33,71,33,5,78,111,190
Robert Reid,SMALL FORWARD,25,HOUSTON ROCKETS,82,82,2963,536,1113,0,4,229,303,164,419,344,163,66,198,325,1301
Kevin Restani,SMALL FORWARD,29,SAN ANTONIO SPURS,64,0,999,192,369,3,8,62,88,71,103,81,16,14,68,103,449
Clint Richardson,SHOOTING GUARD,24,PHILADELPHIA 76ERS,77,1,1313,227,464,0,1,84,108,83,93,152,36,10,110,102,538
Micheal Ray Richardson,SHOOTING GUARD,25,NEW YORK KNICKS,79,79,3175,523,1116,23,102,224,338,173,372,627,232,35,302,258,1293
Anthony Roberts,SMALL FORWARD,25,WASHINGTON BULLETS,26,0,350,54,144,0,0,19,29,18,50,20,11,0,28,52,127
Rick Robey,CENTER,25,BOSTON CELTICS,82,4,1569,298,547,0,1,144,251,132,258,126,38,19,141,204,740
Cliff Robinson,POWER FORWARD,20,NEW JERSEY NETS,63,0,1822,525,1070,1,1,178,248,120,361,105,58,52,182,216,1229
Truck Robinson,POWER FORWARD,29,PHOENIX SUNS,82,82,3088,647,1280,0,0,249,396,216,573,206,68,38,250,220,1543
Wayne Robinson,POWER FORWARD,22,DETROIT PISTONS,81,0,1592,234,509,0,6,175,240,117,177,112,46,24,149,186,643
Bill Robinzine,POWER FORWARD,28,CLEVELAND CAVALIERS,8,0,84,14,32,0,0,5,8,4,9,5,4,0,10,19,33
Bill Robinzine,POWER FORWARD,28,DALLAS MAVERICKS,70,0,1932,378,794,1,6,213,273,164,356,113,71,9,177,256,970
Dave Robisch,CENTER,31,CLEVELAND CAVALIERS,11,0,372,37,98,0,0,29,36,27,58,44,7,6,14,21,103
Dave Robisch,CENTER,31,DENVER NUGGETS,73,0,1744,293,642,0,0,171,211,130,284,129,30,28,69,152,757
John Roche,POINT GUARD,31,DENVER NUGGETS,26,0,611,82,179,9,27,58,77,5,32,140,17,8,52,44,231
Tree Rollins,CENTER,25,ATLANTA HAWKS,40,0,1044,116,210,0,1,46,57,102,184,35,29,117,57,151,278
Lorenzo Romar,POINT GUARD,22,GOLDEN STATE WARRIORS,53,0,726,87,211,2,6,43,63,10,46,136,27,3,52,64,219
Dan Roundfield,POWER FORWARD,27,ATLANTA HAWKS,63,0,2128,426,808,0,1,256,355,231,403,161,76,119,178,258,1108
Campy Russell,SMALL FORWARD,29,NEW YORK KNICKS,79,79,2865,508,1095,8,26,268,343,109,244,257,99,8,212,248,1292
Frankie Sanders,SMALL FORWARD,24,KANSAS CITY KINGS,23,0,186,34,77,0,0,20,22,6,15,17,16,1,21,20,88
DeWayne Scales,POWER FORWARD,22,NEW YORK KNICKS,44,7,484,94,225,1,6,26,39,47,85,10,12,4,30,54,215
Alvin Scott,SMALL FORWARD,25,PHOENIX SUNS,82,0,1423,173,348,1,6,97,127,101,167,114,60,70,77,124,444
Craig Shelton,SMALL FORWARD,23,ATLANTA HAWKS,55,0,586,100,219,0,1,35,58,59,79,27,18,5,61,128,235
Lonnie Shelton,POWER FORWARD,25,SEATTLE SUPERSONICS,14,0,440,73,174,0,0,36,55,31,47,35,22,3,41,48,182
Purvis Short,SMALL FORWARD,23,GOLDEN STATE WARRIORS,79,0,2309,549,1157,3,17,168,205,151,240,249,78,19,143,244,1269
John Shumate,POWER FORWARD,28,SAN ANTONIO SPURS,22,0,519,56,128,0,0,53,73,33,54,24,21,9,41,46,165
John Shumate,POWER FORWARD,28,SEATTLE SUPERSONICS,2,0,8,0,3,0,0,2,3,1,0,0,0,0,1,3,2
Jerry Sichting,POINT GUARD,24,INDIANA PACERS,47,0,450,34,95,0,5,25,32,11,32,70,23,1,28,38,93
Jack Sikma,CENTER,25,SEATTLE SUPERSONICS,82,82,2920,595,1311,0,5,340,413,184,668,248,78,93,201,282,1530
James Silas,POINT GUARD,31,SAN ANTONIO SPURS,75,0,2055,476,997,0,2,374,440,44,187,285,51,12,159,129,1326
Larry Smith,POWER FORWARD,23,GOLDEN STATE WARRIORS,82,0,2578,304,594,0,0,177,301,433,561,93,70,63,146,316,785
Phil Smith,SHOOTING GUARD,28,,76,0,2378,519,1057,4,18,237,313,49,107,372,84,18,176,231,1279
Randy Smith,SHOOTING GUARD,32,CLEVELAND CAVALIERS,82,0,2199,486,1043,1,28,221,271,46,147,357,113,14,195,132,1194
Robert Smith,POINT GUARD,25,CLEVELAND CAVALIERS,1,0,20,2,5,0,0,4,4,1,2,3,0,0,3,6,8
Ricky Sobers,POINT GUARD,28,CHICAGO BULLS,71,0,1803,355,769,17,66,231,247,46,98,284,98,17,206,225,958
Jim Spanarkel,SMALL FORWARD,23,DALLAS MAVERICKS,82,0,2317,404,866,1,10,375,423,142,155,232,117,20,172,230,1184
Rory Sparrow,POINT GUARD,22,NEW JERSEY NETS,15,0,212,22,63,0,0,12,16,7,11,32,13,3,18,15,56
John Stroud,SMALL FORWARD,23,HOUSTON ROCKETS,9,0,88,11,34,0,0,3,4,7,6,9,1,0,4,7,25
Brian Taylor,POINT GUARD,29,,80,0,2312,310,591,44,115,146,185,58,93,440,118,23,111,212,810
Carlos Terry,SHOOTING GUARD,24,WASHINGTON BULLETS,26,0,504,80,160,0,6,28,42,43,73,70,27,13,57,68,188
Reggie Theus,SHOOTING GUARD,23,CHICAGO BULLS,82,82,2820,543,1097,18,90,445,550,124,163,426,122,20,259,258,1549
David Thompson,SHOOTING GUARD,26,DENVER NUGGETS,77,0,2620,734,1451,10,39,489,615,107,180,231,53,60,250,231,1967
Mychal Thompson,CENTER,26,PORTLAND TRAIL BLAZERS,79,0,2790,569,1151,0,1,207,323,223,463,284,62,170,241,260,1345
Rudy Tomjanovich,POWER FORWARD,32,HOUSTON ROCKETS,52,0,1264,263,563,12,51,65,82,78,130,81,19,6,58,121,603
Andrew Toney,SHOOTING GUARD,23,PHILADELPHIA 76ERS,75,57,1768,399,806,9,29,161,226,32,111,273,59,10,219,234,968
Terry Tyler,SMALL FORWARD,24,DETROIT PISTONS,82,0,2549,476,895,0,8,148,250,198,369,136,112,180,163,215,1100
Wes Unseld,CENTER,34,WASHINGTON BULLETS,63,0,2032,225,429,2,4,55,86,207,466,170,52,36,97,171,507
Ronnie Valentine,SMALL FORWARD,23,DENVER NUGGETS,24,0,123,37,98,1,2,9,19,10,20,7,7,4,16,23,84
Jan van Breda Kolff,SMALL FORWARD,29,NEW JERSEY NETS,78,0,1426,100,245,2,8,98,117,48,154,129,38,50,108,214,300
Kiki Vandeweghe,SMALL FORWARD,22,DENVER NUGGETS,51,0,1376,229,537,0,7,130,159,86,184,94,29,24,86,116,588
Brett Vroman,CENTER,25,UTAH JAZZ,11,0,93,10,27,0,1,14,19,7,18,9,5,5,9,26,34
Foots Walker,POINT GUARD,29,NEW JERSEY NETS,41,0,1172,72,169,2,9,88,111,22,80,253,52,1,85,105,234
Wally Walker,SMALL FORWARD,26,SEATTLE SUPERSONICS,82,0,1796,290,626,0,3,109,169,105,210,122,53,15,115,168,689
Lloyd Walton,POINT GUARD,27,KANSAS CITY KINGS,61,0,821,90,218,0,1,26,33,13,35,208,32,2,80,45,206
Kermit Washington,POWER FORWARD,29,PORTLAND TRAIL BLAZERS,73,0,2120,325,571,0,1,181,288,236,450,149,85,86,144,258,831
Richard Washington,POWER FORWARD,25,DALLAS MAVERICKS,11,0,307,51,117,0,0,17,23,25,59,16,5,7,21,37,119
Richard Washington,POWER FORWARD,25,CLEVELAND CAVALIERS,69,0,1505,289,630,1,2,102,136,133,236,113,41,54,108,246,681
Marvin Webster,CENTER,28,NEW YORK KNICKS,82,3,1708,159,341,1,4,104,163,162,303,72,27,97,103,187,423
Scott Wedman,SMALL FORWARD,28,KANSAS CITY KINGS,81,0,2902,685,1437,25,77,140,204,128,305,226,97,46,161,294,1535
Paul Westphal,SHOOTING GUARD,30,SEATTLE SUPERSONICS,36,0,1078,221,500,6,25,153,184,11,57,148,46,14,78,70,601
Jo Jo White,POINT GUARD,34,KANSAS CITY KINGS,13,0,236,36,82,0,0,11,18,3,18,37,11,1,18,21,83
Rudy White,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,4,0,43,9,18,0,0,4,4,0,0,2,4,0,3,7,22
Rudy White,SHOOTING GUARD,27,SEATTLE SUPERSONICS,12,0,165,14,47,0,1,11,12,1,10,18,5,1,9,16,39
Jerome Whitehead,CENTER,24,DALLAS MAVERICKS,7,0,118,16,38,0,0,5,11,8,20,2,4,1,11,16,37
Jerome Whitehead,CENTER,24,CLEVELAND CAVALIERS,3,0,8,1,3,0,0,0,0,2,1,0,1,0,0,6,2
Jerome Whitehead,CENTER,24,,38,0,562,66,139,0,1,23,45,48,135,24,15,8,45,100,155
Hawkeye Whitney,SHOOTING GUARD,23,KANSAS CITY KINGS,47,0,782,149,306,2,6,50,65,29,77,68,47,6,48,98,350
Sidney Wicks,POWER FORWARD,31,,49,0,1083,125,286,0,1,76,150,79,144,111,40,40,94,168,326
Michael Wiley,POWER FORWARD,23,SAN ANTONIO SPURS,33,0,271,76,138,0,2,36,48,22,42,11,8,6,28,38,188
Bob Wilkerson,SHOOTING GUARD,26,CHICAGO BULLS,80,49,2238,330,715,1,10,137,163,86,196,272,102,23,175,170,798
Jamaal Wilkes,SMALL FORWARD,27,LOS ANGELES LAKERS,81,0,3028,786,1495,1,13,254,335,146,289,235,121,29,207,223,1827
James Wilkes,SMALL FORWARD,22,CHICAGO BULLS,48,1,540,85,184,0,1,29,42,36,60,30,25,12,34,86,199
Jeff Wilkins,CENTER,25,UTAH JAZZ,56,0,1058,117,260,0,0,27,40,62,212,40,32,46,59,169,261
Freeman Williams,SHOOTING GUARD,24,,82,0,1976,642,1381,48,141,253,297,75,54,164,91,5,166,157,1585
Ray Williams,POINT GUARD,26,NEW YORK KNICKS,79,79,2742,616,1335,16,68,312,382,122,199,432,185,37,235,270,1560
Sly Williams,POWER FORWARD,23,NEW YORK KNICKS,67,57,1976,349,708,2,8,185,268,159,257,180,116,18,141,199,885
John Williamson,SHOOTING GUARD,29,WASHINGTON BULLETS,9,0,112,18,56,1,6,5,6,0,7,17,4,1,12,13,42
Bill Willoughby,SMALL FORWARD,23,HOUSTON ROCKETS,55,0,1145,150,287,0,0,49,64,74,153,64,18,31,74,102,349
Brian Winters,SHOOTING GUARD,28,MILWAUKEE BUCKS,69,0,1771,331,697,18,51,119,137,32,108,229,70,10,136,185,799
Mike Woodson,SHOOTING GUARD,22,NEW YORK KNICKS,81,2,949,165,373,1,5,49,64,33,64,75,36,12,54,95,380
Sam Worthen,POINT GUARD,23,CHICAGO BULLS,64,33,945,95,192,0,4,45,60,22,93,115,57,6,91,115,235
Larry Wright,POINT GUARD,26,DETROIT PISTONS,45,0,997,140,303,2,7,53,66,26,62,153,42,7,74,114,335
