name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Johnny Davis,POINT GUARD,28,ATLANTA HAWKS,75,72,2079,354,800,0,8,217,256,53,86,326,62,6,134,146,925
Walter Davis,SHOOTING GUARD,29,PHOENIX SUNS,78,70,2546,652,1274,20,87,233,270,38,164,429,107,12,213,202,1557
Darryl Dawkins,CENTER,27,NEW JERSEY NETS,81,80,2417,507,855,2,5,341,464,159,382,123,60,136,231,386,1357
Darren Daye,SMALL FORWARD,23,WASHINGTON BULLETS,75,0,1174,180,408,0,6,95,133,90,98,176,38,12,96,154,455
Kenny Dennard,POWER FORWARD,25,DENVER NUGGETS,43,0,413,36,99,3,10,15,24,37,64,45,23,8,29,83,90
James Donaldson,CENTER,26,,82,67,2525,360,604,0,0,249,327,165,484,90,40,139,171,214,969
John Drew,SMALL FORWARD,29,UTAH JAZZ,81,4,1797,511,1067,6,22,402,517,146,192,135,88,2,192,208,1430
Larry Drew,POINT GUARD,25,KANSAS CITY KINGS,73,73,2363,474,1026,3,10,243,313,33,113,558,121,10,194,170,1194
Clyde Drexler,SHOOTING GUARD,21,PORTLAND TRAIL BLAZERS,82,3,1408,252,559,1,4,123,169,112,123,153,107,29,123,209,628
Mike Dunleavy,POINT GUARD,29,MILWAUKEE BUCKS,17,12,404,70,127,19,45,32,40,6,22,78,12,1,36,51,191
T.R. Dunn,SHOOTING GUARD,28,DENVER NUGGETS,80,74,2705,174,370,0,1,106,145,195,379,228,173,32,97,233,454
Mark Eaton,CENTER,27,UTAH JAZZ,82,78,2139,194,416,0,1,73,123,148,447,113,25,351,98,303,461
Jerry Eaves,POINT GUARD,24,UTAH JAZZ,80,1,1034,132,293,0,6,92,132,29,56,200,33,5,93,90,356
Keith Edmonson,SHOOTING GUARD,23,SAN ANTONIO SPURS,40,0,521,135,274,0,0,76,101,40,30,27,22,6,45,67,346
Keith Edmonson,SHOOTING GUARD,23,DENVER NUGGETS,15,0,101,23,47,0,0,18,25,6,12,7,4,1,16,16,64
Franklin Edwards,POINT GUARD,24,PHILADELPHIA 76ERS,60,0,654,84,221,0,1,34,48,12,47,90,31,5,46,78,202
James Edwards,CENTER,28,PHOENIX SUNS,72,67,1897,438,817,0,1,183,254,108,240,184,23,30,140,254,1059
Craig Ehlo,SHOOTING GUARD,22,HOUSTON ROCKETS,7,0,63,11,27,0,0,1,1,4,5,6,3,0,3,13,23
Dale Ellis,SMALL FORWARD,23,DALLAS MAVERICKS,67,2,1059,225,493,12,29,87,121,106,144,56,41,9,78,118,549
Len Elmore,POWER FORWARD,31,NEW YORK KNICKS,65,5,832,64,157,0,0,27,38,62,103,30,29,30,46,153,155
Chris Engler,CENTER,24,GOLDEN STATE WARRIORS,46,1,360,33,83,0,0,14,23,27,70,11,9,3,24,68,80
Alex English,SMALL FORWARD,30,DENVER NUGGETS,82,77,2870,907,1714,1,7,352,427,216,248,406,83,95,222,252,2167
Julius Erving,SMALL FORWARD,33,PHILADELPHIA 76ERS,77,77,2683,678,1324,7,21,364,483,190,342,309,141,139,230,217,1727
Mike Evans,POINT GUARD,28,DENVER NUGGETS,78,5,1687,243,564,32,89,111,131,23,115,288,61,4,117,175,629
Eric Fernsten,POWER FORWARD,30,NEW YORK KNICKS,32,0,402,29,52,0,0,25,34,29,57,11,16,8,19,49,83
Sleepy Floyd,POINT GUARD,23,GOLDEN STATE WARRIORS,77,73,2555,484,1045,8,45,315,386,87,184,269,103,31,196,216,1291
Phil Ford,POINT GUARD,27,HOUSTON ROCKETS,81,55,2020,236,470,2,15,98,117,28,109,410,59,8,135,243,572
Rod Foster,POINT GUARD,23,PHOENIX SUNS,80,34,1424,260,580,22,84,122,155,39,81,172,54,9,108,193,664
World B. Free,SHOOTING GUARD,30,CLEVELAND CAVALIERS,75,71,2375,626,1407,22,69,395,504,89,128,226,94,8,154,214,1669
Bill Garnett,POWER FORWARD,23,DALLAS MAVERICKS,80,34,1529,141,299,0,2,129,176,123,208,128,44,66,68,217,411
Calvin Garrett,SMALL FORWARD,27,LOS ANGELES LAKERS,41,0,478,78,152,2,6,30,39,24,47,31,12,2,34,62,188
John Garris,POWER FORWARD,24,CLEVELAND CAVALIERS,33,1,267,52,102,0,0,27,34,35,42,10,8,6,11,40,131
George Gervin,SHOOTING GUARD,31,SAN ANTONIO SPURS,76,76,2584,765,1561,10,24,427,507,106,207,220,79,47,224,219,1967
Mike Gibson,POWER FORWARD,23,WASHINGTON BULLETS,32,0,229,21,55,0,0,11,17,29,37,9,5,7,14,30,53
Artis Gilmore,CENTER,34,SAN ANTONIO SPURS,64,59,2034,351,556,0,3,280,390,213,449,70,36,132,149,229,982
Mike Glenn,SHOOTING GUARD,28,ATLANTA HAWKS,81,0,1503,312,554,1,2,56,70,17,87,171,46,5,63,146,681
Mike Gminski,CENTER,24,NEW JERSEY NETS,82,2,1655,237,462,0,3,147,184,161,272,92,37,70,120,162,621
Stewart Granger,POINT GUARD,22,CLEVELAND CAVALIERS,56,13,738,97,226,4,13,53,70,8,47,134,24,0,57,97,251
Rickey Green,POINT GUARD,29,UTAH JAZZ,81,81,2768,439,904,2,17,192,234,56,174,748,215,13,172,155,1072
Sidney Green,POWER FORWARD,23,CHICAGO BULLS,49,0,667,100,228,0,0,55,77,58,116,25,18,17,60,128,255
Dave Greenwood,POWER FORWARD,26,CHICAGO BULLS,78,76,2718,369,753,0,1,213,289,214,572,139,67,72,149,265,951
Kevin Grevey,SHOOTING GUARD,30,MILWAUKEE BUCKS,64,3,923,178,395,15,53,75,84,30,51,75,27,4,45,95,446
Darrell Griffith,SHOOTING GUARD,25,UTAH JAZZ,82,82,2650,697,1423,91,252,151,217,95,243,283,114,23,243,202,1636
Ernie Grunfeld,SHOOTING GUARD,28,NEW YORK KNICKS,76,6,1119,166,362,2,9,64,83,24,97,108,43,7,71,151,398
Bob Hansen,SHOOTING GUARD,23,UTAH JAZZ,55,0,419,65,145,0,8,18,28,13,35,44,15,4,35,62,148
Bill Hanzlik,SMALL FORWARD,26,DENVER NUGGETS,80,14,1469,132,306,3,12,167,207,66,139,252,68,19,109,255,434
Derek Harper,POINT GUARD,22,DALLAS MAVERICKS,82,1,1712,200,451,3,26,66,98,53,119,239,95,21,111,143,469
Scott Hastings,POWER FORWARD,23,ATLANTA HAWKS,68,8,1135,111,237,1,4,82,104,96,174,46,40,36,66,220,305
Steve Hawes,POWER FORWARD,33,SEATTLE SUPERSONICS,79,0,1153,114,237,1,4,61,78,50,170,99,24,16,52,144,290
Elvin Hayes,POWER FORWARD,38,HOUSTON ROCKETS,81,4,994,158,389,0,2,86,132,87,173,71,16,28,82,123,402
Steve Hayes,CENTER,28,SEATTLE SUPERSONICS,43,0,253,26,50,0,0,5,14,19,43,13,5,18,13,52,57
Gerald Henderson,POINT GUARD,28,BOSTON CELTICS,78,78,2088,376,718,20,57,136,177,68,79,300,117,14,161,209,908
Rod Higgins,SMALL FORWARD,24,CHICAGO BULLS,78,6,1577,193,432,1,22,113,156,87,119,116,49,29,76,161,500
Johnny High,POINT GUARD,26,PHOENIX SUNS,29,9,512,18,52,0,2,10,29,16,50,51,40,11,38,84,46
Armond Hill,POINT GUARD,30,ATLANTA HAWKS,15,2,181,14,46,0,0,17,21,2,8,35,7,0,14,30,45
Roy Hinson,SMALL FORWARD,22,CLEVELAND CAVALIERS,80,61,1858,184,371,0,0,69,117,175,324,69,31,145,109,306,437
Craig Hodges,SHOOTING GUARD,23,,76,28,1571,258,573,10,46,66,88,22,64,116,58,1,85,166,592
Lionel Hollins,POINT GUARD,30,DETROIT PISTONS,32,0,216,24,63,0,2,11,13,4,18,62,13,1,24,26,59
Phil Hubbard,SMALL FORWARD,27,CLEVELAND CAVALIERS,80,6,1799,321,628,0,1,221,299,172,208,86,71,6,115,244,863
Geoff Huston,POINT GUARD,26,CLEVELAND CAVALIERS,77,56,2041,348,699,2,11,110,154,32,64,413,38,1,145,126,808
Marc Iavaroni,POWER FORWARD,27,PHILADELPHIA 76ERS,78,71,1532,149,322,0,2,97,131,91,219,95,36,55,124,222,395
Dan Issel,CENTER,35,DENVER NUGGETS,76,66,2076,569,1153,4,19,364,428,112,401,173,60,44,122,182,1506
Tracy Jackson,SHOOTING GUARD,24,INDIANA PACERS,2,0,10,1,4,0,0,4,4,1,0,0,0,0,1,3,6
Clay Johnson,SHOOTING GUARD,27,SEATTLE SUPERSONICS,25,0,176,20,50,1,1,14,22,6,6,14,8,2,12,24,55
Clemon Johnson,CENTER,27,PHILADELPHIA 76ERS,80,10,1721,193,412,0,0,69,113,131,267,55,35,65,95,205,455
Dennis Johnson,SHOOTING GUARD,29,BOSTON CELTICS,80,78,2665,384,878,4,32,281,330,87,193,338,93,57,172,251,1053
Eddie Johnson,SHOOTING GUARD,28,ATLANTA HAWKS,67,43,1893,353,798,16,43,164,213,31,115,374,58,7,173,155,886
Eddie Johnson,SMALL FORWARD,24,KANSAS CITY KINGS,82,82,2920,753,1552,20,64,268,331,165,290,296,76,21,213,266,1794
Frank Johnson,POINT GUARD,25,WASHINGTON BULLETS,82,81,2686,392,840,11,43,187,252,58,126,567,96,6,191,174,982
George Johnson,SMALL FORWARD,27,INDIANA PACERS,81,20,2073,411,884,11,47,223,270,139,321,195,82,49,186,256,1056
Magic Johnson,POINT GUARD,24,LOS ANGELES LAKERS,67,66,2567,441,780,6,29,290,358,99,392,875,150,49,306,169,1178
Marques Johnson,SMALL FORWARD,27,MILWAUKEE BUCKS,74,74,2715,646,1288,2,13,241,340,173,307,315,115,45,180,194,1535
Mickey Johnson,POWER FORWARD,31,GOLDEN STATE WARRIORS,78,25,2122,359,852,5,29,339,432,198,320,219,101,30,216,290,1062
Reggie Johnson,POWER FORWARD,26,NEW JERSEY NETS,72,4,818,127,256,0,1,92,126,53,85,40,24,18,59,141,346
Steve Johnson,CENTER,26,KANSAS CITY KINGS,50,12,893,189,342,0,0,101,177,94,158,63,22,48,105,188,479
Steve Johnson,CENTER,26,CHICAGO BULLS,31,9,594,113,198,0,0,64,110,68,98,18,15,21,59,119,290
Vinnie Johnson,SHOOTING GUARD,27,DETROIT PISTONS,82,0,1909,426,901,4,19,207,275,130,107,271,44,19,135,196,1063
Bobby Jones,POWER FORWARD,32,PHILADELPHIA 76ERS,75,0,1761,226,432,0,1,167,213,92,231,187,107,103,101,199,619
Caldwell Jones,CENTER,33,HOUSTON ROCKETS,81,73,2506,318,633,1,3,164,196,168,414,156,46,80,158,335,801
Charles Jones,POWER FORWARD,26,PHILADELPHIA 76ERS,1,0,3,0,1,0,0,1,4,0,0,0,0,0,0,1,1
Edgar Jones,POWER FORWARD,27,SAN ANTONIO SPURS,81,33,1770,322,644,6,19,176,242,143,306,85,64,107,125,298,826
Hutch Jones,SMALL FORWARD,24,,4,0,18,0,3,0,0,1,4,0,0,0,1,0,2,0,1
Major Jones,POWER FORWARD,30,HOUSTON ROCKETS,57,5,473,70,130,0,0,30,49,33,82,28,14,14,30,63,170
Mark Jones,POINT GUARD,22,NEW JERSEY NETS,6,0,16,3,6,0,1,1,2,2,0,5,0,0,2,2,7
Eddie Jordan,POINT GUARD,29,PORTLAND TRAIL BLAZERS,13,0,183,13,41,0,3,7,10,3,10,39,21,0,18,32,33
Eddie Jordan,POINT GUARD,29,LOS ANGELES LAKERS,3,0,27,4,8,0,0,1,2,0,4,5,4,0,8,5,9
Rich Kelley,CENTER,30,UTAH JAZZ,75,30,1674,132,264,0,0,124,162,140,350,157,55,29,148,273,388
Clark Kellogg,POWER FORWARD,22,INDIANA PACERS,79,79,2676,619,1193,7,21,261,340,230,489,234,121,28,218,242,1506
Greg Kelser,SMALL FORWARD,26,,80,21,1783,313,603,2,6,250,356,188,203,91,68,31,195,249,878
Albert King,SMALL FORWARD,24,NEW JERSEY NETS,79,53,2103,465,946,3,22,232,295,125,263,203,91,33,208,258,1165
Bernard King,SMALL FORWARD,27,NEW YORK KNICKS,77,76,2667,795,1391,0,4,437,561,123,271,164,75,17,197,273,2027
Reggie King,SMALL FORWARD,26,SEATTLE SUPERSONICS,77,42,2086,233,448,0,2,136,206,134,336,179,54,24,127,159,602
Greg Kite,CENTER,22,BOSTON CELTICS,35,1,197,30,66,0,0,5,16,27,35,7,1,5,20,42,65
Billy Knight,SMALL FORWARD,31,KANSAS CITY KINGS,75,39,1885,358,729,4,14,243,283,89,166,160,54,6,155,122,963
Joe Kopicki,POWER FORWARD,23,WASHINGTON BULLETS,59,2,678,64,132,1,7,91,112,64,102,46,15,5,39,71,220
Bruce Kuczenski,POWER FORWARD,22,NEW JERSEY NETS,7,0,28,4,12,0,0,3,6,3,5,4,0,0,2,3,11
Bruce Kuczenski,POWER FORWARD,22,PHILADELPHIA 76ERS,3,2,40,1,8,0,0,1,2,1,5,2,1,1,5,7,3
Bruce Kuczenski,POWER FORWARD,22,INDIANA PACERS,5,0,51,5,17,0,0,4,4,3,6,2,0,0,8,8,14
Mitch Kupchak,POWER FORWARD,29,LOS ANGELES LAKERS,34,3,324,41,108,0,1,22,34,35,52,7,4,6,22,46,104
Bill Laimbeer,CENTER,26,DETROIT PISTONS,82,82,2864,553,1044,0,11,316,365,329,674,149,49,84,151,273,1422
Jeff Lamp,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,64,0,660,128,261,2,13,60,67,23,40,51,22,4,52,67,318
Mark Landsberger,POWER FORWARD,28,ATLANTA HAWKS,35,0,335,19,51,0,0,15,26,42,77,10,6,3,21,32,53
Bob Lanier,CENTER,35,MILWAUKEE BUCKS,72,72,2007,392,685,0,3,194,274,141,314,186,58,51,163,228,978
Allen Leavell,POINT GUARD,26,HOUSTON ROCKETS,82,27,2009,349,731,11,71,238,286,31,86,459,107,12,184,199,947
Ronnie Lester,POINT GUARD,25,CHICAGO BULLS,43,3,687,78,188,1,5,75,87,20,26,168,30,6,72,59,232
Fat Lever,POINT GUARD,23,PORTLAND TRAIL BLAZERS,81,22,2010,313,701,3,15,159,214,96,122,372,135,31,125,178,788
Cliff Levingston,POWER FORWARD,23,DETROIT PISTONS,80,24,1746,229,436,0,3,125,186,234,311,109,44,78,77,281,583
Steve Lingenfelter,POWER FORWARD,25,SAN ANTONIO SPURS,3,0,14,1,1,0,0,0,2,3,1,1,0,0,1,6,2
Alton Lister,POWER FORWARD,25,MILWAUKEE BUCKS,82,72,1955,256,512,0,0,114,182,156,447,110,41,140,153,327,626
Lewis Lloyd,SHOOTING GUARD,24,HOUSTON ROCKETS,82,82,2578,610,1182,3,13,235,298,128,167,321,102,44,245,211,1458
Darrell Lockhart,CENTER,23,SAN ANTONIO SPURS,2,0,14,2,2,0,0,0,0,0,3,0,0,0,2,5,4
Kevin Loder,SMALL FORWARD,24,KANSAS CITY KINGS,10,0,133,19,43,1,3,9,13,7,11,14,3,5,11,15,48
Kevin Loder,SMALL FORWARD,24,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Long,SHOOTING GUARD,27,DETROIT PISTONS,82,82,2514,545,1155,1,5,243,275,139,150,205,93,18,143,199,1334
Sidney Lowe,POINT GUARD,24,INDIANA PACERS,78,2,1238,107,259,2,18,108,139,30,92,269,93,5,106,112,324
John Lucas,POINT GUARD,30,SAN ANTONIO SPURS,63,39,1807,275,595,19,69,120,157,23,157,673,92,5,147,123,689
Maurice Lucas,POWER FORWARD,31,PHOENIX SUNS,75,69,2309,451,908,0,5,293,383,208,517,203,55,39,177,235,1195
Rudy Macklin,SMALL FORWARD,25,NEW YORK KNICKS,8,0,65,12,30,0,0,11,13,5,6,3,1,0,6,17,35
Kyle Macy,POINT GUARD,26,PHOENIX SUNS,82,45,2402,357,713,23,70,95,114,49,137,353,123,6,116,181,832
Rick Mahorn,POWER FORWARD,25,WASHINGTON BULLETS,82,82,2701,307,605,0,0,125,192,169,569,131,62,123,142,358,739
Jeff Malone,SHOOTING GUARD,22,WASHINGTON BULLETS,81,2,1976,408,918,24,74,142,172,57,98,151,23,13,110,162,982
Moses Malone,CENTER,28,PHILADELPHIA 76ERS,71,71,2613,532,1101,0,4,545,727,352,598,96,71,110,250,188,1609
Pace Mannion,SMALL FORWARD,23,GOLDEN STATE WARRIORS,57,0,469,50,126,3,13,18,23,23,36,47,25,2,23,63,121
Wes Matthews,POINT GUARD,24,ATLANTA HAWKS,6,0,96,16,30,0,1,18,22,1,3,21,5,1,10,13,50
Wes Matthews,POINT GUARD,24,PHILADELPHIA 76ERS,14,5,292,45,101,1,7,9,14,6,17,62,11,2,30,32,100
Cedric Maxwell,SMALL FORWARD,28,BOSTON CELTICS,80,78,2502,317,596,1,6,320,425,201,260,205,63,24,203,224,955
Bob McAdoo,CENTER,32,LOS ANGELES LAKERS,70,0,1456,352,748,0,5,212,264,82,207,74,42,50,127,182,916
Rodney McCray,SMALL FORWARD,22,HOUSTON ROCKETS,79,36,2081,335,672,1,4,182,249,173,277,176,53,54,120,205,853
Scooter McCray,POWER FORWARD,23,SEATTLE SUPERSONICS,47,6,520,47,121,0,0,35,50,45,70,44,11,19,34,73,129
Hank McDowell,POWER FORWARD,24,,57,0,611,85,197,0,3,38,56,63,92,37,14,2,49,77,208
Mike McGee,SMALL FORWARD,24,LOS ANGELES LAKERS,77,45,1425,347,584,2,12,61,113,117,76,81,49,6,111,176,757
Kevin McHale,POWER FORWARD,26,BOSTON CELTICS,82,10,2577,587,1055,1,3,336,439,208,402,104,23,126,150,243,1511
Kevin McKenna,SHOOTING GUARD,25,INDIANA PACERS,61,13,923,152,371,3,17,80,98,30,65,114,46,5,62,133,387
Billy McKinney,POINT GUARD,28,,80,0,843,136,305,0,2,39,46,7,47,161,27,0,48,84,311
Tom McMillen,CENTER,31,WASHINGTON BULLETS,62,5,1294,222,447,1,6,127,156,64,135,73,14,17,70,162,572
Mark McNamara,CENTER,24,SAN ANTONIO SPURS,70,3,1037,157,253,0,0,74,157,137,180,31,14,12,89,138,388
Joe Meriweather,CENTER,30,KANSAS CITY KINGS,73,31,1501,193,363,0,0,94,123,111,242,51,35,61,83,247,480
Larry Micheaux,POWER FORWARD,23,KANSAS CITY KINGS,39,0,332,49,90,0,0,21,39,40,73,19,21,11,21,46,119
Bob Miller,POWER FORWARD,27,SAN ANTONIO SPURS,2,0,8,2,3,0,0,0,0,2,3,1,0,1,0,5,4
Mike Mitchell,SMALL FORWARD,28,SAN ANTONIO SPURS,79,79,2853,779,1597,6,14,275,353,188,382,93,62,73,141,251,1839
Paul Mokeski,CENTER,27,MILWAUKEE BUCKS,68,4,838,102,213,1,3,50,72,51,115,44,11,29,44,168,255
Sidney Moncrief,SHOOTING GUARD,26,MILWAUKEE BUCKS,79,79,3075,560,1125,5,18,529,624,215,313,358,108,27,217,204,1654
Johnny Moore,POINT GUARD,25,SAN ANTONIO SPURS,59,42,1650,231,518,28,87,105,139,37,141,566,123,20,143,168,595
Larry Nance,POWER FORWARD,24,PHOENIX SUNS,82,82,2899,601,1044,0,7,249,352,227,451,214,86,174,177,274,1451
Swen Nater,CENTER,34,LOS ANGELES LAKERS,69,0,829,124,253,0,1,63,91,81,183,27,25,7,68,150,311
Calvin Natt,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,79,74,2638,500,857,2,17,275,345,166,310,179,69,22,166,218,1277
Ed Nealy,POWER FORWARD,23,KANSAS CITY KINGS,71,1,960,63,126,0,0,48,60,73,149,50,41,9,33,138,174
