name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Rolando Blackman,SHOOTING GUARD,22,DALLAS MAVERICKS,82,16,1979,439,855,1,4,212,276,97,157,105,46,30,113,122,1091
Ray Blume,SHOOTING GUARD,23,CHICAGO BULLS,49,2,546,102,222,4,18,18,28,14,27,68,23,2,54,57,226
Alex Bradley,SMALL FORWARD,22,NEW YORK KNICKS,39,0,331,54,103,0,1,29,48,31,34,11,12,5,28,37,137
Charles Bradley,SHOOTING GUARD,22,BOSTON CELTICS,51,1,339,55,122,0,1,42,62,12,26,22,14,6,37,61,152
Dudley Bradley,SHOOTING GUARD,24,PHOENIX SUNS,64,3,937,125,281,1,4,74,100,30,57,80,78,10,71,115,325
Brad Branson,POWER FORWARD,23,CLEVELAND CAVALIERS,10,3,176,21,52,0,0,11,12,14,19,6,5,4,13,17,53
Mike Bratz,POINT GUARD,26,SAN ANTONIO SPURS,81,3,1616,230,565,46,138,119,152,40,126,438,65,11,139,183,625
Jim Brewer,POWER FORWARD,30,LOS ANGELES LAKERS,71,9,966,81,175,1,6,7,19,106,158,42,39,46,37,127,170
Ron Brewer,SHOOTING GUARD,26,SAN ANTONIO SPURS,25,4,595,182,361,3,10,77,88,13,37,67,23,7,34,37,444
Ron Brewer,SHOOTING GUARD,26,CLEVELAND CAVALIERS,47,41,1724,387,833,5,21,134,172,42,69,121,59,23,91,114,913
Junior Bridgeman,SMALL FORWARD,28,MILWAUKEE BUCKS,41,4,924,209,433,4,9,89,103,37,88,109,28,3,64,91,511
Allan Bristow,SMALL FORWARD,30,DALLAS MAVERICKS,82,54,2035,218,499,3,18,134,164,119,220,448,65,6,165,222,573
Jim Brogan,SHOOTING GUARD,23,San Diego Clippers,63,19,1027,165,364,9,32,61,84,61,59,156,49,13,83,123,400
Michael Brooks,SMALL FORWARD,23,San Diego Clippers,82,73,2750,537,1066,0,7,202,267,207,417,236,113,39,197,285,1276
Fred Brown,SHOOTING GUARD,33,SEATTLE SUPERSONICS,82,2,1785,393,863,25,77,111,129,42,98,238,69,4,96,111,922
Rickey Brown,CENTER,23,GOLDEN STATE WARRIORS,82,11,1260,192,418,0,0,86,122,136,228,19,36,29,84,243,470
Joe Bryant,SMALL FORWARD,27,San Diego Clippers,75,49,1988,341,701,8,30,194,247,79,195,189,78,29,183,250,884
Quinn Buckner,POINT GUARD,27,MILWAUKEE BUCKS,70,70,2156,396,822,4,15,110,168,77,173,328,174,3,180,218,906
Roger Burkman,SHOOTING GUARD,23,CHICAGO BULLS,6,0,30,0,4,0,1,5,6,2,4,5,6,2,3,6,5
David Burns,POINT GUARD,23,NEW JERSEY NETS,3,0,34,2,5,0,0,3,6,0,2,4,1,0,5,4,7
David Burns,POINT GUARD,23,DENVER NUGGETS,6,1,53,5,11,0,0,6,9,1,2,11,2,0,8,13,16
Don Buse,POINT GUARD,31,INDIANA PACERS,82,78,2529,312,685,73,189,100,123,46,177,407,164,27,95,176,797
Kenny Carr,POWER FORWARD,26,CLEVELAND CAVALIERS,46,42,1482,271,524,1,9,145,220,114,280,63,58,16,112,180,688
Kenny Carr,POWER FORWARD,26,DETROIT PISTONS,28,6,444,77,168,0,1,53,82,53,84,23,6,6,40,69,207
M.L. Carr,SMALL FORWARD,31,BOSTON CELTICS,56,27,1296,184,409,5,17,82,116,56,94,128,67,21,63,136,455
Joe Barry Carroll,CENTER,23,GOLDEN STATE WARRIORS,76,75,2627,527,1016,0,1,235,323,210,423,64,64,127,206,265,1289
Butch Carter,SHOOTING GUARD,23,INDIANA PACERS,75,0,1035,188,402,8,25,58,70,30,49,60,34,11,54,110,442
Reggie Carter,SHOOTING GUARD,24,NEW YORK KNICKS,75,1,923,119,280,0,0,64,80,35,60,130,36,6,78,124,302
Bill Cartwright,CENTER,24,NEW YORK KNICKS,72,50,2060,390,694,0,0,257,337,116,305,87,48,65,166,208,1037
Harvey Catchings,POWER FORWARD,30,MILWAUKEE BUCKS,80,9,1603,94,224,0,0,41,69,129,227,97,42,134,94,237,229
Bobby Cattage,POWER FORWARD,23,UTAH JAZZ,49,0,337,60,135,0,2,30,41,22,51,7,7,0,18,58,150
Tom Chambers,POWER FORWARD,22,San Diego Clippers,81,58,2682,554,1056,0,2,284,458,211,350,146,58,46,220,341,1392
Maurice Cheeks,POINT GUARD,25,PHILADELPHIA 76ERS,79,79,2498,352,676,6,22,171,220,51,197,667,209,33,184,247,881
Jim Chones,CENTER,32,WASHINGTON BULLETS,59,13,867,74,171,0,0,36,46,39,146,64,15,32,41,114,184
Don Collins,SHOOTING GUARD,23,WASHINGTON BULLETS,79,18,1609,334,653,1,12,121,169,101,95,148,89,24,135,195,790
Darwin Cook,POINT GUARD,23,NEW JERSEY NETS,82,17,2090,387,803,7,31,118,162,52,103,319,146,24,175,196,899
Jeff Cook,POWER FORWARD,25,PHOENIX SUNS,76,22,1298,151,358,0,2,89,134,112,189,100,37,23,80,174,391
Joe Cooper,CENTER,24,NEW JERSEY NETS,1,0,11,1,2,0,0,0,0,1,1,0,0,0,1,2,2
Michael Cooper,SHOOTING GUARD,25,LOS ANGELES LAKERS,76,14,2197,383,741,2,17,139,171,84,185,230,120,61,151,216,907
Wayne Cooper,CENTER,25,DALLAS MAVERICKS,76,38,1818,281,669,1,8,119,160,200,350,115,37,106,88,285,682
Hollis Copeland,SMALL FORWARD,26,NEW YORK KNICKS,18,0,118,16,38,0,0,5,6,3,2,9,4,2,4,19,37
Dave Corzine,CENTER,25,SAN ANTONIO SPURS,82,21,2189,336,648,1,4,159,213,211,418,130,33,126,139,235,832
Charlie Criss,POINT GUARD,33,ATLANTA HAWKS,27,0,552,84,210,2,8,65,73,6,32,75,23,2,30,40,235
Charlie Criss,POINT GUARD,33,San Diego Clippers,28,20,840,138,288,8,21,76,86,7,37,112,21,4,52,56,360
Geoff Crompton,CENTER,26,MILWAUKEE BUCKS,35,1,203,11,32,0,0,6,15,10,31,13,6,12,17,39,28
Pat Cummings,POWER FORWARD,25,MILWAUKEE BUCKS,78,7,1132,219,430,0,2,67,91,61,184,99,22,9,108,227,505
Earl Cureton,POWER FORWARD,24,PHILADELPHIA 76ERS,66,8,956,149,306,0,2,51,94,90,180,32,31,27,44,142,349
Bob Dandridge,SMALL FORWARD,34,MILWAUKEE BUCKS,11,0,174,21,55,0,0,10,17,4,13,13,5,2,11,25,52
Adrian Dantley,SMALL FORWARD,26,UTAH JAZZ,81,81,3222,904,1586,1,3,648,818,231,283,324,95,14,299,252,2457
Brad Davis,POINT GUARD,26,DALLAS MAVERICKS,82,82,2614,397,771,14,49,185,230,35,191,509,73,6,159,218,993
Charles Davis,SMALL FORWARD,23,WASHINGTON BULLETS,54,10,575,88,184,0,2,30,37,54,79,31,10,13,43,89,206
Johnny Davis,SHOOTING GUARD,26,INDIANA PACERS,82,70,2664,538,1153,5,27,315,394,72,106,346,76,11,186,176,1396
Ron Davis,SMALL FORWARD,27,San Diego Clippers,7,0,67,10,25,0,0,3,6,7,6,4,0,0,5,8,23
Walter Davis,SMALL FORWARD,27,PHOENIX SUNS,55,12,1182,350,669,3,16,91,111,21,82,162,46,3,112,104,794
Darryl Dawkins,CENTER,25,PHILADELPHIA 76ERS,48,36,1124,207,367,0,2,114,164,68,237,55,19,55,96,193,528
Larry Demic,POWER FORWARD,24,NEW YORK KNICKS,48,0,356,39,83,0,1,14,39,29,50,14,4,6,26,65,92
Kenny Dennard,POWER FORWARD,23,KANSAS CITY KINGS,30,3,607,62,121,0,0,26,40,47,86,42,35,8,35,81,150
Coby Dietrick,CENTER,33,CHICAGO BULLS,74,0,999,92,200,0,1,38,54,63,125,87,49,30,44,131,222
Mickey Dillard,POINT GUARD,23,CLEVELAND CAVALIERS,33,0,221,29,79,0,4,15,23,6,9,34,8,2,17,40,73
James Donaldson,CENTER,24,SEATTLE SUPERSONICS,82,1,1710,255,419,0,0,151,240,138,352,51,27,139,115,186,661
John Douglas,SHOOTING GUARD,25,San Diego Clippers,64,9,1031,181,389,18,59,67,102,27,63,146,48,9,92,147,447
Leon Douglas,CENTER,27,KANSAS CITY KINGS,63,17,1093,70,140,0,0,32,80,111,179,35,15,38,55,210,172
John Drew,SMALL FORWARD,27,ATLANTA HAWKS,70,51,2040,465,957,4,12,364,491,169,206,96,64,3,178,250,1298
Larry Drew,POINT GUARD,23,KANSAS CITY KINGS,81,19,1973,358,757,8,27,150,189,30,119,419,110,1,174,150,874
Terry Duerod,SHOOTING GUARD,25,BOSTON CELTICS,21,0,146,34,77,0,1,4,12,6,9,12,3,1,2,9,72
Mike Dunleavy,SHOOTING GUARD,27,HOUSTON ROCKETS,70,15,1315,206,450,33,86,75,106,24,80,227,45,3,80,161,520
T.R. Dunn,SHOOTING GUARD,26,DENVER NUGGETS,82,80,2519,258,504,0,1,153,215,211,348,188,135,36,123,210,669
John Duren,POINT GUARD,23,UTAH JAZZ,79,9,1056,121,268,3,11,27,37,14,70,157,20,4,72,143,272
Craig Dykema,SMALL FORWARD,22,PHOENIX SUNS,32,0,103,17,37,2,4,7,9,3,9,15,2,0,7,19,43
Franklin Edwards,POINT GUARD,22,PHILADELPHIA 76ERS,42,3,291,65,150,0,9,20,27,10,17,45,16,5,24,37,150
James Edwards,CENTER,26,CLEVELAND CAVALIERS,77,75,2539,528,1033,0,4,232,339,189,392,123,24,117,162,347,1288
Len Elmore,CENTER,29,NEW JERSEY NETS,81,70,2100,300,652,0,0,135,170,167,274,100,92,92,136,280,735
Alex English,SMALL FORWARD,28,DENVER NUGGETS,82,82,3015,855,1553,0,8,372,443,210,348,433,87,120,261,261,2082
Julius Erving,SMALL FORWARD,31,PHILADELPHIA 76ERS,81,81,2789,780,1428,3,11,411,539,220,337,319,161,141,214,229,1974
Mike Evans,POINT GUARD,26,MILWAUKEE BUCKS,14,0,196,24,51,0,2,8,12,3,9,22,9,0,15,26,56
Mike Evans,POINT GUARD,26,CLEVELAND CAVALIERS,8,0,74,11,35,0,4,5,8,2,8,20,4,0,11,10,27
Eric Fernsten,CENTER,28,BOSTON CELTICS,43,0,202,19,49,0,0,19,30,12,30,8,5,7,13,23,57
Chris Ford,SHOOTING GUARD,33,BOSTON CELTICS,76,53,1591,188,450,20,63,39,56,52,56,142,42,10,52,143,435
Don Ford,SMALL FORWARD,29,CLEVELAND CAVALIERS,21,1,201,9,24,0,1,5,6,14,21,11,8,0,15,30,23
Phil Ford,POINT GUARD,25,KANSAS CITY KINGS,72,65,1952,285,649,7,32,136,166,24,81,451,63,1,194,160,713
World B. Free,SHOOTING GUARD,28,GOLDEN STATE WARRIORS,78,78,2796,650,1452,10,56,479,647,118,130,419,71,8,208,222,1789
Mike Gale,POINT GUARD,31,GOLDEN STATE WARRIORS,75,70,1793,185,373,0,5,51,65,37,152,261,121,28,126,173,421
Calvin Garrett,SMALL FORWARD,25,HOUSTON ROCKETS,51,22,858,105,242,3,10,17,26,27,67,76,32,6,38,94,230
George Gervin,SHOOTING GUARD,29,SAN ANTONIO SPURS,79,79,2817,993,1987,10,36,555,642,138,254,187,77,45,210,215,2551
Artis Gilmore,CENTER,32,CHICAGO BULLS,82,82,2796,546,837,1,1,424,552,224,611,136,49,220,227,287,1517
Mike Glenn,SHOOTING GUARD,26,ATLANTA HAWKS,49,0,833,158,291,1,2,59,67,5,56,87,26,3,27,80,376
Mike Gminski,CENTER,22,NEW JERSEY NETS,64,6,740,119,270,0,0,97,118,70,116,41,17,48,56,69,335
Glen Gondrezick,SMALL FORWARD,26,DENVER NUGGETS,80,0,1699,250,495,0,3,160,217,140,283,152,92,36,100,229,660
Rickey Green,POINT GUARD,27,UTAH JAZZ,81,73,2822,500,1015,0,8,202,264,85,158,630,185,9,198,183,1202
Dave Greenwood,POWER FORWARD,24,CHICAGO BULLS,82,82,2914,480,1014,0,3,240,291,192,594,262,70,93,180,292,1200
Kevin Grevey,SHOOTING GUARD,28,WASHINGTON BULLETS,71,62,2164,376,857,28,82,165,193,57,138,149,44,23,96,151,945
Paul Griffin,POWER FORWARD,28,SAN ANTONIO SPURS,23,0,459,32,66,0,0,24,37,29,66,54,20,8,40,67,88
Darrell Griffith,SHOOTING GUARD,23,UTAH JAZZ,80,79,2597,689,1429,15,52,189,271,128,177,187,95,34,193,213,1582
Bob Gross,SMALL FORWARD,28,PORTLAND TRAIL BLAZERS,59,24,1377,173,322,3,6,78,104,101,158,125,75,41,88,162,427
Ernie Grunfeld,SHOOTING GUARD,26,KANSAS CITY KINGS,81,11,1892,420,822,2,14,188,229,55,127,276,72,39,148,191,1030
Pétur Guðmundsson,CENTER,23,PORTLAND TRAIL BLAZERS,68,6,845,83,166,1,1,52,76,51,135,59,13,30,73,163,219
Glenn Hagan,POINT GUARD,26,DETROIT PISTONS,4,0,25,3,7,0,0,1,1,2,2,8,3,0,1,7,7
Bill Hanzlik,SMALL FORWARD,24,SEATTLE SUPERSONICS,81,76,1974,167,357,0,4,138,176,99,167,183,81,30,106,250,472
Alan Hardy,SHOOTING GUARD,24,DETROIT PISTONS,38,0,310,62,136,0,5,18,29,14,20,20,9,4,20,32,142
James Hardy,SMALL FORWARD,25,UTAH JAZZ,82,17,1814,179,369,0,1,64,93,153,317,110,58,67,78,192,422
Mike Harper,POWER FORWARD,24,PORTLAND TRAIL BLAZERS,68,38,1433,184,370,0,1,96,153,127,212,54,55,82,92,229,464
Joe Hassett,SHOOTING GUARD,26,GOLDEN STATE WARRIORS,68,2,787,144,382,71,214,31,37,13,40,104,30,3,36,94,390
Steve Hawes,POWER FORWARD,31,ATLANTA HAWKS,49,42,1317,178,370,4,10,96,126,89,231,142,36,34,87,156,456
Elvin Hayes,POWER FORWARD,36,HOUSTON ROCKETS,82,82,3032,519,1100,0,5,280,422,267,480,144,62,104,208,287,1318
Steve Hayes,CENTER,26,SAN ANTONIO SPURS,9,0,75,8,18,0,0,7,12,7,10,4,1,2,2,17,23
Steve Hayes,CENTER,26,DETROIT PISTONS,26,0,412,46,93,0,0,25,41,32,68,24,3,18,17,54,117
Spencer Haywood,POWER FORWARD,32,WASHINGTON BULLETS,76,63,2086,395,829,0,3,219,260,144,278,64,45,68,175,249,1009
Gerald Henderson,POINT GUARD,26,BOSTON CELTICS,82,31,1844,353,705,2,12,125,172,47,105,252,82,11,150,199,833
Tom Henderson,SHOOTING GUARD,30,HOUSTON ROCKETS,75,23,1721,183,403,0,2,105,150,33,105,306,55,7,105,120,471
Keith Herron,SHOOTING GUARD,25,CLEVELAND CAVALIERS,30,0,269,39,106,0,1,7,8,10,11,23,8,2,12,25,85
Kenny Higgs,POINT GUARD,27,DENVER NUGGETS,76,49,1696,202,468,4,21,161,197,23,121,395,72,6,156,263,569
Armond Hill,POINT GUARD,28,SEATTLE SUPERSONICS,21,4,243,19,37,0,0,17,23,6,19,25,5,2,14,37,55
Armond Hill,POINT GUARD,28,San Diego Clippers,19,14,480,34,89,0,2,22,32,6,21,81,16,3,52,51,90
Brad Holland,SHOOTING GUARD,25,WASHINGTON BULLETS,13,3,185,27,73,0,3,3,4,6,7,16,11,1,7,12,57
Brad Holland,SHOOTING GUARD,25,MILWAUKEE BUCKS,1,0,9,0,5,0,0,0,2,0,0,2,0,0,1,1,0
Lionel Hollins,POINT GUARD,28,PHILADELPHIA 76ERS,81,81,2257,380,797,2,16,132,188,35,152,316,103,20,146,198,894
Cedrick Hordges,POWER FORWARD,25,DENVER NUGGETS,77,1,1372,204,414,3,13,116,199,119,276,65,26,19,111,230,527
Phil Hubbard,SMALL FORWARD,25,DETROIT PISTONS,52,38,1104,207,410,0,3,106,163,101,171,67,38,16,99,176,520
Phil Hubbard,SMALL FORWARD,25,CLEVELAND CAVALIERS,31,2,735,119,255,0,1,85,117,86,115,24,27,3,62,116,323
Geoff Huston,POINT GUARD,24,CLEVELAND CAVALIERS,78,43,2409,325,672,3,10,153,200,53,97,590,70,11,171,169,806
Dan Issel,CENTER,33,DENVER NUGGETS,81,81,2472,651,1236,4,6,546,655,174,434,179,67,55,169,245,1852
Tracy Jackson,SHOOTING GUARD,22,BOSTON CELTICS,11,0,66,10,26,0,0,6,10,7,5,5,3,0,6,5,26
Tracy Jackson,SHOOTING GUARD,22,CHICAGO BULLS,38,0,412,69,146,0,0,32,39,28,23,22,11,3,18,43,170
Clay Johnson,SHOOTING GUARD,25,LOS ANGELES LAKERS,7,0,65,11,20,0,0,3,6,8,4,7,3,3,7,13,25
Clemon Johnson,CENTER,25,INDIANA PACERS,79,42,1979,312,641,0,0,123,189,184,387,127,60,112,138,241,747
Dennis Johnson,SHOOTING GUARD,27,PHOENIX SUNS,80,77,2937,577,1228,8,42,399,495,142,268,369,105,55,233,253,1561
Eddie Johnson,SHOOTING GUARD,26,ATLANTA HAWKS,68,57,2314,455,1011,7,30,294,385,63,128,358,102,16,186,188,1211
Eddie Johnson,SMALL FORWARD,22,KANSAS CITY KINGS,74,27,1517,295,643,1,11,99,149,128,194,109,50,14,97,210,690
Frank Johnson,POINT GUARD,23,WASHINGTON BULLETS,79,29,2027,336,812,17,79,153,204,34,113,380,76,7,160,196,842
George Johnson,CENTER,33,SAN ANTONIO SPURS,75,62,1578,91,195,0,0,43,64,152,302,79,20,234,92,259,225
George Johnson,POWER FORWARD,25,INDIANA PACERS,59,4,720,120,291,0,2,60,80,72,145,40,36,25,68,147,300
John Johnson,SMALL FORWARD,34,SEATTLE SUPERSONICS,14,1,187,22,45,0,0,15,20,3,15,29,4,3,17,20,59
Magic Johnson,SHOOTING GUARD,22,LOS ANGELES LAKERS,78,77,2991,556,1036,6,29,329,433,252,499,743,208,34,286,223,1447
Marques Johnson,SMALL FORWARD,25,MILWAUKEE BUCKS,60,52,1900,404,760,0,4,182,260,153,211,213,59,35,145,142,990
Mickey Johnson,POWER FORWARD,29,MILWAUKEE BUCKS,76,71,1934,372,757,1,7,233,291,133,321,215,72,45,191,240,978
Ollie Johnson,SMALL FORWARD,32,PHILADELPHIA 76ERS,26,0,150,27,54,1,3,6,7,7,15,10,13,3,13,28,61
Reggie Johnson,POWER FORWARD,24,SAN ANTONIO SPURS,21,17,504,94,194,0,0,32,40,43,94,20,7,16,26,67,220
Reggie Johnson,POWER FORWARD,24,CLEVELAND CAVALIERS,23,22,617,94,175,0,0,35,44,43,82,22,6,17,24,73,223
Reggie Johnson,POWER FORWARD,24,KANSAS CITY KINGS,31,9,783,163,293,0,1,51,72,54,135,31,20,27,50,117,377
Steve Johnson,CENTER,24,KANSAS CITY KINGS,78,50,1741,395,644,0,0,212,330,152,307,91,39,89,197,372,1002
Vinnie Johnson,SHOOTING GUARD,25,SEATTLE SUPERSONICS,7,0,104,9,22,0,1,9,12,7,8,11,6,2,5,8,27
Vinnie Johnson,SHOOTING GUARD,25,DETROIT PISTONS,67,15,1191,208,422,3,11,98,130,75,69,160,50,23,91,93,517
Bobby Jones,POWER FORWARD,30,PHILADELPHIA 76ERS,76,73,2181,416,737,0,3,263,333,109,284,189,99,112,145,211,1095
Caldwell Jones,CENTER,31,PHILADELPHIA 76ERS,81,47,2446,231,465,0,3,179,219,164,544,100,38,146,155,301,641
Dwight Jones,POWER FORWARD,29,CHICAGO BULLS,78,18,2040,303,572,1,1,172,238,156,351,114,49,36,155,217,779
Edgar Jones,POWER FORWARD,25,DETROIT PISTONS,48,19,802,142,259,1,2,90,129,70,137,40,28,92,66,149,375
Major Jones,POWER FORWARD,28,HOUSTON ROCKETS,60,6,746,113,213,0,3,42,77,80,122,25,20,29,50,100,268
Eddie Jordan,POINT GUARD,27,LOS ANGELES LAKERS,58,0,608,89,208,1,9,43,54,4,39,131,62,1,66,98,222
Jeff Judkins,SMALL FORWARD,25,DETROIT PISTONS,30,0,251,31,81,1,10,16,26,14,20,14,6,5,9,33,79
Clarence Kea,POWER FORWARD,22,DALLAS MAVERICKS,35,0,248,26,49,0,0,29,42,26,35,14,4,3,16,55,81
Rich Kelley,CENTER,28,PHOENIX SUNS,81,39,1892,236,505,0,1,167,223,168,329,293,64,71,244,292,639
Greg Kelser,SMALL FORWARD,24,DETROIT PISTONS,11,0,183,35,86,0,3,27,41,13,26,12,5,7,22,32,97
Greg Kelser,SMALL FORWARD,24,SEATTLE SUPERSONICS,49,10,558,81,185,0,0,78,119,67,87,45,13,14,62,99,240
Larry Kenon,POWER FORWARD,29,CHICAGO BULLS,60,30,1036,192,412,0,0,50,88,72,108,65,30,7,82,71,434
Albert King,SMALL FORWARD,22,NEW JERSEY NETS,76,52,1694,391,812,3,13,133,171,105,207,142,64,36,180,261,918
Bernard King,SMALL FORWARD,25,GOLDEN STATE WARRIORS,79,77,2861,740,1307,1,5,352,499,140,329,282,78,23,267,285,1833
Reggie King,SMALL FORWARD,24,KANSAS CITY KINGS,80,76,2609,383,752,0,0,201,285,162,361,173,84,29,155,221,967
Billy Knight,SMALL FORWARD,29,INDIANA PACERS,81,19,1803,378,764,9,32,233,282,97,160,118,63,14,137,132,998
Toby Knight,SMALL FORWARD,26,NEW YORK KNICKS,40,0,550,102,183,0,0,17,25,33,49,23,14,11,21,74,221
Joel Kramer,POWER FORWARD,26,PHOENIX SUNS,56,0,549,55,133,0,0,33,42,36,72,51,19,11,26,62,143
Kevin Kunnert,CENTER,30,PORTLAND TRAIL BLAZERS,21,0,237,20,48,0,0,9,17,20,46,18,3,6,18,51,49
Mitch Kupchak,POWER FORWARD,27,LOS ANGELES LAKERS,26,26,821,153,267,0,0,65,98,64,146,33,12,10,43,80,371
Sam Lacey,CENTER,33,KANSAS CITY KINGS,2,1,20,3,5,0,0,0,2,0,4,4,2,1,2,2,6
Sam Lacey,CENTER,33,NEW JERSEY NETS,54,6,650,64,149,0,1,27,35,20,83,73,20,37,54,137,155
Tom LaGarde,CENTER,26,DALLAS MAVERICKS,47,28,909,113,269,0,2,86,166,63,147,49,17,17,82,138,312
Bill Laimbeer,CENTER,24,CLEVELAND CAVALIERS,50,4,894,119,253,3,6,93,120,124,153,45,22,30,61,170,334
Bill Laimbeer,CENTER,24,DETROIT PISTONS,30,30,935,146,283,1,7,91,112,110,230,55,17,34,60,126,384
John Lambert,POWER FORWARD,29,KANSAS CITY KINGS,42,1,493,60,139,1,6,21,28,36,91,24,12,10,38,80,142
John Lambert,POWER FORWARD,29,SAN ANTONIO SPURS,21,6,271,26,58,0,1,13,14,19,32,13,6,6,10,43,65
Jeff Lamp,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,54,0,617,100,196,0,1,50,61,24,40,28,16,1,45,83,250
Mark Landsberger,POWER FORWARD,26,LOS ANGELES LAKERS,75,1,1134,144,329,0,2,33,65,164,237,32,10,7,49,134,321
Bob Lanier,CENTER,33,MILWAUKEE BUCKS,74,72,1986,407,729,0,2,182,242,92,296,219,72,56,166,211,996
Allen Leavell,POINT GUARD,24,HOUSTON ROCKETS,79,61,2150,370,793,9,31,115,135,49,119,457,150,15,153,182,864
Rock Lee,CENTER,26,San Diego Clippers,2,0,10,1,2,0,0,0,4,0,1,2,0,0,0,3,2
Ron Lee,POINT GUARD,29,DETROIT PISTONS,81,7,1467,88,246,18,59,84,119,35,120,312,116,20,123,221,278
Ronnie Lester,POINT GUARD,23,CHICAGO BULLS,75,74,2252,329,657,4,8,208,256,75,138,362,80,14,185,158,870
Alton Lister,CENTER,23,MILWAUKEE BUCKS,80,23,1186,149,287,0,0,64,123,108,279,84,18,118,129,239,362
Lewis Lloyd,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,16,0,95,25,45,0,0,7,11,9,7,6,5,1,14,20,57
Scott Lloyd,POWER FORWARD,29,DALLAS MAVERICKS,74,17,1047,108,285,2,4,69,91,60,103,67,15,7,59,175,287
Kevin Loder,SMALL FORWARD,22,KANSAS CITY KINGS,71,13,1139,208,448,0,11,77,107,69,126,88,35,30,68,147,493
John Long,SHOOTING GUARD,25,DETROIT PISTONS,69,66,2211,637,1294,2,15,238,275,95,162,148,65,25,167,173,1514
John Lucas,POINT GUARD,28,WASHINGTON BULLETS,79,53,1940,263,618,2,22,138,176,40,126,551,95,6,156,105,666
Maurice Lucas,POWER FORWARD,29,NEW YORK KNICKS,80,74,2671,505,1001,0,3,253,349,274,629,179,68,70,173,309,1263
Ollie Mack,SHOOTING GUARD,24,DALLAS MAVERICKS,13,3,150,19,59,0,2,6,8,8,10,14,5,1,4,6,44
Rudy Macklin,SMALL FORWARD,23,ATLANTA HAWKS,79,32,1516,210,484,0,3,134,173,113,150,47,40,20,112,225,554
Kyle Macy,POINT GUARD,24,PHOENIX SUNS,82,72,2845,486,945,39,100,152,169,78,183,384,143,9,125,185,1163
Rick Mahorn,POWER FORWARD,23,WASHINGTON BULLETS,80,80,2664,414,816,0,3,148,234,149,555,150,57,138,162,349,976
Moses Malone,CENTER,26,HOUSTON ROCKETS,81,81,3398,945,1822,0,6,630,827,558,630,142,76,125,294,208,2520
Wes Matthews,POINT GUARD,22,ATLANTA HAWKS,47,5,837,131,298,2,8,60,79,19,39,139,53,2,63,129,324
